,player,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,team,year
180,Team,19880,2931,6391,.459,709,1922,.369,2222,4469,.497,1508,2002,.753,721,2407,3128,1714,705,311,1191,1777,8079,BRK,2014
181,Team/G,242.4,35.7,77.9,.459,8.6,23.4,.369,27.1,54.5,.497,18.4,24.4,.753,8.8,29.4,38.1,20.9,8.6,3.8,14.5,21.7,98.5,BRK,2014
182,Lg,7,29,29,12,10,10,11,30,28,9,10,10,18,28,28,29,24,4,28,12,21,21,BRK,2014
183,Opponent,19880,2980,6511,.458,662,1802,.367,2318,4709,.492,1539,2026,.760,921,2594,3515,1723,608,337,1296,1704,8161,BRK,2014
184,Opponent/G,242.4,36.3,79.4,.458,8.1,22.0,.367,28.3,57.4,.492,18.8,24.7,.760,11.2,31.6,42.9,21.0,7.4,4.1,15.8,20.8,99.5,BRK,2014
185,Lg,7,7,4,17,17,17,23,6,3,17,21,21,19,21,13,18,11,10,9,6,11,11,BRK,2014
186,Team,19930,3069,6804,.451,541,1633,.331,2528,5171,.489,1359,1817,.748,846,2627,3473,1716,576,340,1133,1579,8038,BRK,2015
187,Team/G,243.0,37.4,83.0,.451,6.6,19.9,.331,30.8,63.1,.489,16.6,22.2,.748,10.3,32.0,42.4,20.9,7.0,4.1,13.8,19.3,98.0,BRK,2015
188,Lg,3,18,17,16,24,20,26,9,12,12,18,18,20,24,17,22,20,23,25,10,11,21,BRK,2015
189,Opponent,19930,3150,6913,.456,696,1944,.358,2454,4969,.494,1278,1748,.731,937,2699,3636,1944,643,372,1137,1641,8274,BRK,2015
190,Opponent/G,243.0,38.4,84.3,.456,8.5,23.7,.358,29.9,60.6,.494,15.6,21.3,.731,11.4,32.9,44.3,23.7,7.8,4.5,13.9,20.0,100.9,BRK,2015
191,Lg,3,26,20,22,25,24,23,16,14,22,4,9,2,21,19,23,27,17,11,20,18,18,BRK,2015
192,Team,19855,3108,7150,.435,577,1847,.312,2531,5303,.477,1362,1918,.710,949,2556,3505,1791,765,330,1384,1844,8155,PHI,2014
193,Team/G,242.1,37.9,87.2,.435,7.0,22.5,.312,30.9,64.7,.477,16.6,23.4,.710,11.6,31.2,42.7,21.8,9.3,4.0,16.9,22.5,99.5,PHI,2014
194,Lg,10,16,2,29,19,13,30,7,6,21,22,14,29,10,19,15,15,1,25,30,25,19,PHI,2014
195,Opponent,19855,3284,6975,.471,739,1998,.370,2545,4977,.511,1705,2261,.754,976,2871,3847,2144,736,558,1391,1686,9012,PHI,2014
196,Opponent/G,242.1,40.0,85.1,.471,9.0,24.4,.370,31.0,60.7,.511,20.8,27.6,.754,11.9,35.0,46.9,26.1,9.0,6.8,17.0,20.6,109.9,PHI,2014
197,Lg,10,28,24,28,29,29,25,23,13,30,30,30,10,27,29,29,30,29,30,1,15,30,PHI,2014
198,Team,19805,2765,6777,.408,692,2160,.320,2073,4617,.449,1320,1953,.676,978,2536,3514,1683,789,487,1453,1778,7542,PHI,2015
199,Team/G,241.5,33.7,82.6,.408,8.4,26.3,.320,25.3,56.3,.449,16.1,23.8,.676,11.9,30.9,42.9,20.5,9.6,5.9,17.7,21.7,92.0,PHI,2015
200,Lg,20,30,22,30,11,6,29,30,27,30,22,9,30,5,26,19,24,1,4,30,26,29,PHI,2015
201,Opponent,19805,3045,6785,.449,658,1879,.350,2387,4906,.487,1530,2023,.756,940,2853,3793,1942,779,454,1374,1657,8278,PHI,2015
202,Opponent/G,241.5,37.1,82.7,.449,8.0,22.9,.350,29.1,59.8,.487,18.7,24.7,.756,11.5,34.8,46.3,23.7,9.5,5.5,16.8,20.2,101.0,PHI,2015
203,Lg,20,13,9,15,17,17,17,12,10,16,24,25,21,23,29,30,26,30,27,2,16,20,PHI,2015
204,Team,19930,3036,6955,.437,584,1640,.356,2452,5315,.461,1398,1861,.751,989,2629,3618,1738,579,304,1163,1640,8054,CLE,2014
205,Team/G,243.0,37.0,84.8,.437,7.1,20.0,.356,29.9,64.8,.461,17.0,22.7,.751,12.1,32.1,44.1,21.2,7.1,3.7,14.2,20.0,98.2,CLE,2014
206,Lg,4,19,8,27,18,20,18,16,5,29,17,18,20,6,14,11,20,24,29,10,11,22,CLE,2014
207,Opponent,19930,3097,6847,.452,765,2083,.367,2332,4764,.490,1365,1803,.757,841,2648,3489,2037,587,461,1144,1599,8324,CLE,2014
208,Opponent/G,243.0,37.8,83.5,.452,9.3,25.4,.367,28.4,58.1,.490,16.6,22.0,.757,10.3,32.3,42.5,24.8,7.2,5.6,14.0,19.5,101.5,CLE,2014
209,Lg,4,16,20,12,30,30,22,8,5,13,8,8,16,5,22,15,28,6,27,24,24,16,CLE,2014
210,Team,19780,3089,6739,.458,826,2253,.367,2263,4486,.504,1453,1934,.751,911,2612,3523,1814,603,340,1171,1510,8457,CLE,2015
211,Team/G,241.2,37.7,82.2,.458,10.1,27.5,.367,27.6,54.7,.504,17.7,23.6,.751,11.1,31.9,43.0,22.1,7.4,4.1,14.3,18.4,103.1,CLE,2015
212,Lg,23,15,24,8,4,2,5,28,29,7,9,12,18,11,21,18,10,19,25,17,5,8,CLE,2015
213,Opponent,19780,3121,6850,.456,634,1848,.343,2487,5002,.497,1214,1629,.745,885,2487,3372,1974,642,368,1092,1685,8090,CLE,2015
214,Opponent/G,241.2,38.1,83.5,.456,7.7,22.5,.343,30.3,61.0,.497,14.8,19.9,.745,10.8,30.3,41.1,24.1,7.8,4.5,13.3,20.5,98.7,CLE,2015
215,Lg,23,22,16,20,13,15,9,21,15,24,1,1,12,12,4,3,30,15,10,22,11,13,CLE,2015
216,Team,19780,2949,6573,.449,550,1542,.357,2399,5031,.477,1485,1907,.779,834,2831,3665,1651,550,446,1237,1675,7933,IND,2014
217,Team/G,241.2,36.0,80.2,.449,6.7,18.8,.357,29.3,61.4,.477,18.1,23.3,.779,10.2,34.5,44.7,20.1,6.7,5.4,15.1,20.4,96.7,IND,2014
218,Lg,22,28,28,17,22,25,17,23,18,22,13,16,8,23,1,8,27,27,5,19,13,24,IND,2014
219,Opponent,19780,2850,6785,.420,538,1561,.345,2312,5224,.443,1334,1768,.755,855,2521,3376,1525,593,378,1120,1793,7572,IND,2014
220,Opponent/G,241.2,34.8,82.7,.420,6.6,19.0,.345,28.2,63.7,.443,16.3,21.6,.755,10.4,30.7,41.2,18.6,7.2,4.6,13.7,21.9,92.3,IND,2014
221,Lg,22,1,14,1,3,5,4,5,23,1,6,6,11,9,7,5,1,8,14,26,6,2,IND,2014
222,Team,19855,2998,6824,.439,612,1740,.352,2386,5084,.469,1373,1817,.756,856,2822,3678,1757,505,375,1147,1742,7981,IND,2015
223,Team/G,242.1,36.6,83.2,.439,7.5,21.2,.352,29.1,62.0,.469,16.7,22.2,.756,10.4,34.4,44.9,21.4,6.2,4.6,14.0,21.2,97.3,IND,2015
224,Lg,13,24,15,23,17,18,12,19,15,24,16,18,13,21,3,5,18,29,17,14,22,24,IND,2015
225,Opponent,19855,2949,6784,.435,591,1713,.345,2358,5071,.465,1469,1951,.753,800,2704,3504,1633,617,386,1045,1754,7958,IND,2015
226,Opponent/G,242.1,36.0,82.7,.435,7.2,20.9,.345,28.8,61.8,.465,17.9,23.8,.753,9.8,33.0,42.7,19.9,7.5,4.7,12.7,21.4,97.0,IND,2015
227,Lg,13,3,8,3,5,6,11,9,21,3,21,21,18,2,20,10,2,13,14,26,4,4,IND,2015
228,Team,19780,3182,7124,.447,507,1580,.321,2675,5544,.483,1415,2111,.670,1196,2525,3721,1714,687,395,1193,1666,8286,DET,2014
229,Team/G,241.2,38.8,86.9,.447,6.2,19.3,.321,32.6,67.6,.483,17.3,25.7,.670,14.6,30.8,45.4,20.9,8.4,4.8,14.5,20.3,101.0,DET,2014
230,Lg,22,8,4,20,27,22,29,2,2,13,16,6,30,1,22,3,24,8,13,13,12,14,DET,2014
231,Opponent,19780,3208,6820,.470,683,1872,.365,2525,4948,.510,1487,1967,.756,913,2612,3525,2001,670,403,1230,1699,8586,DET,2014
232,Opponent/G,241.2,39.1,83.2,.470,8.3,22.8,.365,30.8,60.3,.510,18.1,24.0,.756,11.1,31.9,43.0,24.4,8.2,4.9,15.0,20.7,104.7,DET,2014
233,Lg,22,25,15,27,23,23,21,20,12,29,15,16,13,20,18,19,27,25,18,12,12,27,DET,2014
234,Team,19830,3041,7038,.432,703,2043,.344,2338,4995,.468,1292,1838,.703,1051,2630,3681,1771,623,383,1099,1559,8077,DET,2015
235,Team/G,241.8,37.1,85.8,.432,8.6,24.9,.344,28.5,60.9,.468,15.8,22.4,.703,12.8,32.1,44.9,21.6,7.6,4.7,13.4,19.0,98.5,DET,2015
236,Lg,18,20,6,27,9,11,18,23,17,25,26,17,29,2,16,4,16,16,13,8,7,18,DET,2015
237,Opponent,19830,3106,6817,.456,635,1789,.355,2471,5028,.491,1312,1699,.772,877,2740,3617,1949,572,391,1146,1584,8159,DET,2015
238,Opponent/G,241.8,37.9,83.1,.456,7.7,21.8,.355,30.1,61.3,.491,16.0,20.7,.772,10.7,33.4,44.1,23.8,7.0,4.8,14.0,19.3,99.5,DET,2015
239,Lg,18,17,13,21,14,8,21,17,17,20,11,5,29,11,22,20,28,5,15,18,24,14,DET,2015
240,Team,19930,2843,6577,.432,508,1459,.348,2335,5118,.456,1486,1908,.779,937,2683,3620,1860,594,424,1223,1565,7680,CHI,2014
241,Team/G,243.0,34.7,80.2,.432,6.2,17.8,.348,28.5,62.4,.456,18.1,23.3,.779,11.4,32.7,44.1,22.7,7.2,5.2,14.9,19.1,93.7,CHI,2014
242,Lg,4,30,27,30,26,28,24,26,13,30,12,15,7,11,9,10,10,21,7,18,4,30,CHI,2014
243,Opponent,19930,2867,6660,.430,538,1532,.351,2329,5128,.454,1256,1668,.753,876,2508,3384,1604,621,490,1178,1714,7528,CHI,2014
244,Opponent/G,243.0,35.0,81.2,.430,6.6,18.7,.351,28.4,62.5,.454,15.3,20.3,.753,10.7,30.6,41.3,19.6,7.6,6.0,14.4,20.9,91.8,CHI,2014
245,Lg,4,2,9,2,3,3,8,7,20,2,3,3,9,13,6,7,2,14,28,16,10,1,CHI,2014
246,Team,19880,3001,6797,.442,645,1825,.353,2356,4972,.474,1618,2067,.783,959,2792,3751,1781,514,476,1145,1495,8265,CHI,2015
247,Team/G,242.4,36.6,82.9,.442,7.9,22.3,.353,28.7,60.6,.474,19.7,25.2,.783,11.7,34.0,45.7,21.7,6.3,5.8,14.0,18.2,100.8,CHI,2015
248,Lg,8,23,18,22,15,16,10,22,19,23,3,4,3,6,7,3,14,28,5,12,4,15,CHI,2015
249,Opponent,19880,3095,7109,.435,538,1605,.335,2557,5504,.465,1291,1723,.749,963,2598,3561,1657,614,443,1000,1736,8019,CHI,2015
250,Opponent/G,242.4,37.7,86.7,.435,6.6,19.6,.335,31.2,67.1,.465,15.7,21.0,.749,11.7,31.7,43.4,20.2,7.5,5.4,12.2,21.2,97.8,CHI,2015
251,Lg,8,16,29,4,3,3,3,27,29,2,5,8,15,27,9,14,5,12,25,29,6,9,CHI,2015
252,Team,19880,2952,6737,.438,548,1553,.353,2404,5184,.464,1377,1843,.747,971,2399,3370,1760,541,403,1238,1713,7829,MIL,2014
253,Team/G,242.4,36.0,82.2,.438,6.7,18.9,.353,29.3,63.2,.464,16.8,22.5,.747,11.8,29.3,41.1,21.5,6.6,4.9,15.1,20.9,95.5,MIL,2014
254,Lg,7,26,20,26,23,24,20,22,11,28,21,19,21,8,29,24,17,28,11,20,18,28,MIL,2014
255,Opponent,19880,3146,6722,.468,697,1826,.382,2449,4896,.500,1511,2011,.751,961,2608,3569,1870,640,413,1158,1690,8500,MIL,2014
256,Opponent/G,242.4,38.4,82.0,.468,8.5,22.3,.382,29.9,59.7,.500,18.4,24.5,.751,11.7,31.8,43.5,22.8,7.8,5.0,14.1,20.6,103.7,MIL,2014
257,Lg,7,22,12,25,26,19,30,15,10,23,17,18,6,26,17,23,22,20,20,21,14,25,MIL,2014
258,Team,19930,3083,6722,.459,545,1500,.363,2538,5222,.486,1312,1734,.757,876,2574,3450,1932,789,403,1373,1814,8023,MIL,2015
259,Team/G,243.0,37.6,82.0,.459,6.6,18.3,.363,31.0,63.7,.486,16.0,21.1,.757,10.7,31.4,42.1,23.6,9.6,4.9,16.7,22.1,97.8,MIL,2015
260,Lg,3,16,26,7,23,26,7,6,8,16,24,25,12,17,25,24,7,1,11,29,28,22,MIL,2015
261,Opponent,19930,2917,6681,.437,676,1974,.342,2241,4707,.476,1478,1993,.742,938,2576,3514,1831,708,392,1425,1649,7988,MIL,2015
262,Opponent/G,243.0,35.6,81.5,.437,8.2,24.1,.342,27.3,57.4,.476,18.0,24.3,.742,11.4,31.4,42.9,22.3,8.6,4.8,17.4,20.1,97.4,MIL,2015
263,Lg,3,1,4,5,20,26,8,1,3,9,22,22,6,22,7,12,18,27,16,1,17,8,MIL,2015
264,Team,19880,3142,6272,.501,665,1829,.364,2477,4443,.558,1431,1884,.760,627,2397,3024,1847,732,367,1212,1596,8380,MIA,2014
265,Team/G,242.4,38.3,76.5,.501,8.1,22.3,.364,30.2,54.2,.558,17.5,23.0,.760,7.6,29.2,36.9,22.5,8.9,4.5,14.8,19.5,102.2,MIA,2014
266,Lg,7,12,30,1,14,15,12,12,29,1,15,17,14,30,30,30,11,2,18,16,8,12,MIA,2014
267,Opponent,19880,2961,6475,.457,694,1917,.362,2267,4558,.497,1374,1832,.750,886,2420,3306,1751,667,256,1369,1675,7990,MIA,2014
268,Opponent/G,242.4,36.1,79.0,.457,8.5,23.4,.362,27.6,55.6,.497,16.8,22.3,.750,10.8,29.5,40.3,21.4,8.1,3.1,16.7,20.4,97.4,MIA,2014
269,Lg,7,6,2,16,24,26,18,2,2,20,9,10,5,17,2,2,12,23,1,2,16,5,MIA,2014
270,Team,19730,2885,6330,.456,556,1659,.335,2329,4671,.499,1438,1940,.741,747,2461,3208,1626,642,372,1214,1636,7764,MIA,2015
271,Team/G,240.6,35.2,77.2,.456,6.8,20.2,.335,28.4,57.0,.499,17.5,23.7,.741,9.1,30.0,39.1,19.8,7.8,4.5,14.8,20.0,94.7,MIA,2015
272,Lg,26,28,30,11,21,19,24,24,25,9,11,10,22,29,28,30,30,13,18,21,14,27,MIA,2015
273,Opponent,19730,2960,6523,.454,666,1887,.353,2294,4636,.495,1391,1905,.730,894,2467,3361,1748,646,359,1215,1715,7977,MIA,2015
274,Opponent/G,240.6,36.1,79.5,.454,8.1,23.0,.353,28.0,56.5,.495,17.0,23.2,.730,10.9,30.1,41.0,21.3,7.9,4.4,14.8,20.9,97.3,MIA,2015
275,Lg,26,5,1,19,19,20,20,4,1,23,13,16,1,14,2,2,11,18,8,11,8,6,MIA,2015
276,Team,19830,3061,6688,.458,768,2116,.363,2293,4572,.502,1392,1782,.781,713,2565,3278,2041,680,326,1251,1577,8282,ATL,2014
277,Team/G,241.8,37.3,81.6,.458,9.4,25.8,.363,28.0,55.8,.502,17.0,21.7,.781,8.7,31.3,40.0,24.9,8.3,4.0,15.3,19.2,101.0,ATL,2014
278,Lg,15,18,24,13,5,2,13,27,27,8,18,22,6,29,18,28,2,9,26,24,7,15,ATL,2014
279,Opponent,19830,3163,6843,.462,654,1793,.365,2509,5050,.497,1341,1793,.748,882,2688,3570,1901,672,354,1247,1643,8321,ATL,2014
280,Opponent/G,241.8,38.6,83.5,.462,8.0,21.9,.365,30.6,61.6,.497,16.4,21.9,.748,10.8,32.8,43.5,23.2,8.2,4.3,15.2,20.0,101.5,ATL,2014
281,Lg,15,23,19,21,15,15,20,19,17,19,7,7,4,16,25,24,24,26,12,10,20,15,ATL,2014
282,Team,19730,3121,6699,.466,818,2152,.380,2303,4547,.506,1349,1735,.778,715,2611,3326,2111,744,380,1167,1457,8409,ATL,2015
283,Team/G,240.6,38.1,81.7,.466,10.0,26.2,.380,28.1,55.5,.506,16.5,21.2,.778,8.7,31.8,40.6,25.7,9.1,4.6,14.2,17.8,102.5,ATL,2015
284,Lg,26,10,27,4,5,7,2,26,28,4,19,24,5,30,22,28,2,5,15,16,1,10,ATL,2015
285,Opponent,19730,2991,6815,.439,720,2112,.341,2271,4703,.483,1262,1651,.764,948,2631,3579,1931,604,404,1317,1611,7964,ATL,2015
286,Opponent/G,240.6,36.5,83.1,.439,8.8,25.8,.341,27.7,57.4,.483,15.4,20.1,.764,11.6,32.1,43.6,23.5,7.4,4.9,16.1,19.6,97.1,ATL,2015
287,Lg,26,8,12,6,29,30,7,2,2,13,3,2,28,24,14,18,24,8,18,6,20,5,ATL,2015
288,Team,19905,2913,6932,.420,498,1566,.318,2415,5366,.450,1397,1867,.748,820,2793,3613,1654,499,448,976,1494,7721,CHO,2015
289,Team/G,242.7,35.5,84.5,.420,6.1,19.1,.318,29.5,65.4,.450,17.0,22.8,.748,10.0,34.1,44.1,20.2,6.1,5.5,11.9,18.2,94.2,CHO,2015
290,Lg,6,26,10,29,26,24,30,17,5,29,13,15,19,26,6,10,28,30,7,1,2,28,CHO,2015
291,Opponent,19905,3020,6863,.440,649,1816,.357,2371,5047,.470,1292,1673,.772,728,2890,3618,1815,502,440,1033,1708,7981,CHO,2015
292,Opponent/G,242.7,36.8,83.7,.440,7.9,22.1,.357,28.9,61.5,.470,15.8,20.4,.772,8.9,35.2,44.1,22.1,6.1,5.4,12.6,20.8,97.3,CHO,2015
293,Lg,6,9,18,8,15,11,22,10,20,7,6,4,30,1,30,21,15,1,23,27,9,7,CHO,2015
294,Team,20055,3177,6920,.459,647,1704,.380,2530,5216,.485,1253,1715,.731,886,2573,3459,1909,668,377,1204,1675,8254,WAS,2014
295,Team/G,244.6,38.7,84.4,.459,7.9,20.8,.380,30.9,63.6,.485,15.3,20.9,.731,10.8,31.4,42.2,23.3,8.1,4.6,14.7,20.4,100.7,WAS,2014
296,Lg,1,9,9,10,16,19,5,8,9,12,29,25,25,19,17,20,8,11,15,15,13,16,WAS,2014
297,Opponent,20055,3038,6632,.458,612,1763,.347,2426,4869,.498,1462,1912,.765,827,2633,3460,1824,631,320,1314,1600,8150,WAS,2014
298,Opponent/G,244.6,37.0,80.9,.458,7.5,21.5,.347,29.6,59.4,.498,17.8,23.3,.765,10.1,32.1,42.2,22.2,7.7,3.9,16.0,19.5,99.4,WAS,2014
299,Lg,1,11,7,18,12,12,6,14,8,21,14,13,23,4,20,11,18,16,7,4,23,9,WAS,2014
300,Team,19955,3139,6790,.462,497,1381,.360,2642,5409,.488,1305,1758,.742,862,2801,3663,1969,601,378,1233,1707,8080,WAS,2015
301,Team/G,243.4,38.3,82.8,.462,6.1,16.8,.360,32.2,66.0,.488,15.9,21.4,.742,10.5,34.2,44.7,24.0,7.3,4.6,15.0,20.8,98.5,WAS,2015
302,Lg,1,9,21,6,27,27,9,2,4,13,25,22,21,19,5,8,6,20,16,24,17,17,WAS,2015
303,Opponent,19955,2965,6844,.433,657,1885,.349,2308,4959,.465,1434,1942,.738,821,2599,3420,1634,655,350,1145,1610,8021,WAS,2015
304,Opponent/G,243.4,36.2,83.5,.433,8.0,23.0,.349,28.1,60.5,.465,17.5,23.7,.738,10.0,31.7,41.7,19.9,8.0,4.3,14.0,19.6,97.8,WAS,2015
305,Lg,1,6,15,2,16,19,14,6,12,4,18,20,4,5,10,6,3,21,6,19,21,10,WAS,2015
306,Team,19955,3022,6784,.445,563,1596,.353,2459,5188,.474,1307,1714,.763,794,2654,3448,1726,630,350,1222,1678,7914,ORL,2014
307,Team/G,243.4,36.9,82.7,.445,6.9,19.5,.353,30.0,63.3,.474,15.9,20.9,.763,9.7,32.4,42.0,21.0,7.7,4.3,14.9,20.5,96.5,ORL,2014
308,Lg,2,22,14,21,21,21,21,15,10,25,25,26,12,24,12,21,22,16,22,17,16,25,ORL,2014
309,Opponent,19955,3126,6861,.456,659,1778,.371,2467,5083,.485,1449,1881,.770,859,2746,3605,1848,581,445,1146,1500,8360,ORL,2014
310,Opponent/G,243.4,38.1,83.7,.456,8.0,21.7,.371,30.1,62.0,.485,17.7,22.9,.770,10.5,33.5,44.0,22.5,7.1,5.4,14.0,18.3,102.0,ORL,2014
311,Lg,2,20,21,13,16,13,26,17,18,12,13,12,29,10,27,27,21,5,22,23,30,17,ORL,2014
312,Team,19755,3076,6792,.453,554,1598,.347,2522,5194,.486,1141,1565,.729,822,2607,3429,1692,647,314,1221,1714,7847,ORL,2015
313,Team/G,240.9,37.5,82.8,.453,6.8,19.5,.347,30.8,63.3,.486,13.9,19.1,.729,10.0,31.8,41.8,20.6,7.9,3.8,14.9,20.9,95.7,ORL,2015
314,Lg,25,17,20,14,22,22,16,12,10,18,30,30,25,25,24,25,23,12,29,22,19,25,ORL,2015
315,Opponent,19755,3112,6720,.463,682,1853,.368,2430,4867,.499,1410,1878,.751,825,2739,3564,1921,635,441,1185,1467,8316,ORL,2015
316,Opponent/G,240.9,38.0,82.0,.463,8.3,22.6,.368,29.6,59.4,.499,17.2,22.9,.751,10.1,33.4,43.5,23.4,7.7,5.4,14.5,17.9,101.4,ORL,2015
317,Lg,25,19,6,28,22,16,29,14,7,26,14,13,16,7,21,15,23,14,24,12,30,23,ORL,2015
318,Team,19805,3194,6782,.471,664,1839,.361,2530,4943,.512,1653,2052,.806,887,2781,3668,1794,678,501,1256,1858,8705,OKC,2014
319,Team/G,241.5,39.0,82.7,.471,8.1,22.4,.361,30.9,60.3,.512,20.2,25.0,.806,10.8,33.9,44.7,21.9,8.3,6.1,15.3,22.7,106.2,OKC,2014
320,Lg,20,6,15,6,15,14,14,8,22,5,5,8,2,18,6,6,13,10,2,25,28,5,OKC,2014
321,Opponent,19805,2984,6842,.436,705,1968,.358,2279,4874,.468,1512,2080,.727,900,2456,3356,1785,669,296,1248,1672,8185,OKC,2014
322,Opponent/G,241.5,36.4,83.4,.436,8.6,24.0,.358,27.8,59.4,.468,18.4,25.4,.727,11.0,30.0,40.9,21.8,8.2,3.6,15.2,20.4,99.8,OKC,2014
323,Lg,20,8,18,3,27,28,14,3,9,4,18,25,1,18,4,3,13,24,5,9,18,12,OKC,2014
324,Team,19830,3184,7119,.447,632,1864,.339,2552,5255,.486,1524,2020,.754,1052,2844,3896,1681,598,454,1205,1829,8524,OKC,2015
325,Team/G,241.8,38.8,86.8,.447,7.7,22.7,.339,31.1,64.1,.486,18.6,24.6,.754,12.8,34.7,47.5,20.5,7.3,5.5,14.7,22.3,104.0,OKC,2015
326,Lg,18,6,4,18,16,14,23,4,7,17,6,6,15,1,2,1,25,21,6,19,29,5,OKC,2015
327,Opponent,19830,3085,7008,.440,681,1984,.343,2404,5024,.479,1494,2005,.745,917,2587,3504,1815,642,377,1118,1675,8345,OKC,2015
328,Opponent/G,241.8,37.6,85.5,.440,8.3,24.2,.343,29.3,61.3,.479,18.2,24.5,.745,11.2,31.5,42.7,22.1,7.8,4.6,13.6,20.4,101.8,OKC,2015
329,Lg,18,14,26,9,21,27,10,13,16,11,23,23,10,19,8,10,15,15,12,21,12,24,OKC,2015
330,Team,19855,3207,7134,.450,770,2071,.372,2437,5063,.481,1569,1926,.815,1022,2786,3808,1904,454,387,1125,1576,8753,POR,2014
331,Team/G,242.1,39.1,87.0,.450,9.4,25.3,.372,29.7,61.7,.481,19.1,23.5,.815,12.5,34.0,46.4,23.2,5.5,4.7,13.7,19.2,106.7,POR,2014
332,Lg,10,5,3,15,4,3,10,18,17,15,7,13,1,3,4,1,9,30,14,5,6,4,POR,2014
333,Opponent,19855,3248,7203,.451,534,1504,.355,2714,5699,.476,1396,1822,.766,944,2622,3566,1675,639,304,985,1698,8426,POR,2014
334,Opponent/G,242.1,39.6,87.8,.451,6.5,18.3,.355,33.1,69.5,.476,17.0,22.2,.766,11.5,32.0,43.5,20.4,7.8,3.7,12.0,20.7,102.8,POR,2014
335,Lg,10,27,28,11,2,2,11,29,30,8,11,9,26,25,19,22,7,19,6,30,13,22,POR,2014
336,Team,19855,3175,7049,.450,807,2231,.362,2368,4818,.491,1272,1589,.801,879,2881,3760,1799,525,372,1117,1494,8429,POR,2015
337,Team/G,242.1,38.7,86.0,.450,9.8,27.2,.362,28.9,58.8,.491,15.5,19.4,.801,10.7,35.1,45.9,21.9,6.4,4.5,13.6,18.2,102.8,POR,2015
338,Lg,13,8,5,17,6,3,8,21,22,11,27,28,1,16,1,2,12,27,18,9,2,9,POR,2015
339,Opponent,19855,3130,7123,.439,524,1552,.338,2606,5571,.468,1298,1713,.758,902,2754,3656,1669,655,297,999,1534,8082,POR,2015
340,Opponent/G,242.1,38.2,86.9,.439,6.4,18.9,.338,31.8,67.9,.468,15.8,20.9,.758,11.0,33.6,44.6,20.4,8.0,3.6,12.2,18.7,98.6,POR,2015
341,Lg,13,24,30,7,1,2,6,29,30,5,8,7,22,18,23,25,6,21,3,30,28,11,POR,2015
342,Team,19780,2951,6652,.444,543,1577,.344,2408,5075,.474,1346,1803,.747,904,2477,3381,1664,570,366,1200,1699,7791,UTA,2014
343,Team/G,241.2,36.0,81.1,.444,6.6,19.2,.344,29.4,61.9,.474,16.4,22.0,.747,11.0,30.2,41.2,20.3,7.0,4.5,14.6,20.7,95.0,UTA,2014
344,Lg,22,27,25,24,24,23,25,20,16,24,23,21,22,16,26,23,26,26,20,14,17,29,UTA,2014
345,Opponent,19780,3138,6639,.473,599,1591,.376,2539,5048,.503,1504,1945,.773,846,2640,3486,1788,617,401,1034,1673,8379,UTA,2014
346,Opponent/G,241.2,38.3,81.0,.473,7.3,19.4,.376,31.0,61.6,.503,18.3,23.7,.773,10.3,32.2,42.5,21.8,7.5,4.9,12.6,20.4,102.2,UTA,2014
347,Lg,22,21,8,30,10,7,28,22,16,24,16,15,30,7,21,14,14,13,17,29,17,18,UTA,2014
348,Team,19705,2900,6492,.447,610,1781,.343,2290,4711,.486,1391,1929,.721,988,2617,3605,1632,623,489,1256,1583,7801,UTA,2015
349,Team/G,240.3,35.4,79.2,.447,7.4,21.7,.343,27.9,57.5,.486,17.0,23.5,.721,12.0,31.9,44.0,19.9,7.6,6.0,15.3,19.3,95.1,UTA,2015
350,Lg,30,27,29,19,18,17,19,27,24,15,14,13,26,4,20,11,29,16,3,26,12,26,UTA,2015
351,Opponent,19705,2935,6587,.446,604,1670,.362,2331,4917,.474,1309,1760,.744,811,2406,3217,1594,674,382,1076,1604,7783,UTA,2015
352,Opponent/G,240.3,35.8,80.3,.446,7.4,20.4,.362,28.4,60.0,.474,16.0,21.5,.744,9.9,29.3,39.2,19.4,8.2,4.7,13.1,19.6,94.9,UTA,2015
353,Lg,30,2,2,14,7,5,25,7,11,8,10,12,8,3,1,1,1,24,13,23,22,1,UTA,2015
354,Team,19755,3147,7042,.447,702,1959,.358,2445,5083,.481,1563,2154,.726,1009,2717,3726,1838,615,459,1305,1890,8559,DEN,2014
355,Team/G,240.9,38.4,85.9,.447,8.6,23.9,.358,29.8,62.0,.481,19.1,26.3,.726,12.3,33.1,45.4,22.4,7.5,5.6,15.9,23.0,104.4,DEN,2014
356,Lg,25,11,5,19,11,9,15,17,15,16,8,5,27,4,8,2,12,18,4,28,30,9,DEN,2014
357,Opponent,19755,3238,7086,.457,605,1724,.351,2633,5362,.491,1654,2168,.763,930,2665,3595,1843,694,459,1178,1778,8735,DEN,2014
358,Opponent/G,240.9,39.5,86.4,.457,7.4,21.0,.351,32.1,65.4,.491,20.2,26.4,.763,11.3,32.5,43.8,22.5,8.5,5.6,14.4,21.7,106.5,DEN,2014
359,Lg,25,26,27,15,11,10,7,27,27,14,29,28,22,23,23,26,19,27,24,16,7,28,DEN,2014
360,Team,19880,3099,7158,.433,660,2032,.325,2439,5126,.476,1462,1991,.734,1012,2653,3665,1788,641,367,1166,1882,8320,DEN,2015
